Series,Administrative,Population,Metro,cat.col,Date,TEPA,Station,latitude,longitude 
13,Counties,681306,No,BEBCou,2011 Jun,YCN,A,23.7611393547307,120.352990293105
13,Counties,681306,No,BEBCou,2011 Jul,YCN,A,23.7611393547307,120.352990293105
15,Counties,681306,No,BEBCou,2011 Aug,YCN,A,23.7611393547307,120.352990293105
27,Counties,681306,No,BEBCou,2011 Sep,YCN,A,23.7611393547307,120.352990293105
21,Counties,681306,No,BEBCou,2011 Oct,YCN,A,23.7611393547307,120.352990293105
22,Counties,681306,No,BEBCou,2011 Nov,YCN,A,23.7611393547307,120.352990293105
19,Counties,681306,No,BEBCou,2011 Dec,YCN,A,23.7611393547307,120.352990293105
21,Counties,681306,No,BEBCou,2012 Jan,YCN,A,23.7611393547307,120.352990293105
39,Counties,681306,No,BEBCou,2012 Feb,YCN,A,23.7611393547307,120.352990293105
49,Counties,681306,No,BEBCou,2012 Mar,YCN,A,23.7611393547307,120.352990293105
40,Counties,681306,No,BEBCou,2012 Apr,YCN,A,23.7611393547307,120.352990293105
35,Counties,681306,No,BEBCou,2012 May,YCN,A,23.7611393547307,120.352990293105
20,Counties,681306,No,BEBCou,2012 Jun,YCN,A,23.7611393547307,120.352990293105
29,Counties,681306,No,BEBCou,2012 Jul,YCN,A,23.7611393547307,120.352990293105
27,Counties,681306,No,BEBCou,2012 Aug,YCN,A,23.7611393547307,120.352990293105
41,Counties,681306,No,BEBCou,2012 Sep,YCN,A,23.7611393547307,120.352990293105
44,Counties,681306,No,BEBCou,2012 Oct,YCN,A,23.7611393547307,120.352990293105
42,Counties,681306,No,BEBCou,2012 Nov,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2012 Dec,YCN,A,23.7611393547307,120.352990293105
44,Counties,681306,No,BEBCou,2013 Jan,YCN,A,23.7611393547307,120.352990293105
49,Counties,681306,No,BEBCou,2013 Feb,YCN,A,23.7611393547307,120.352990293105
43,Counties,681306,No,BEBCou,2013 Mar,YCN,A,23.7611393547307,120.352990293105
40,Counties,681306,No,BEBCou,2013 Apr,YCN,A,23.7611393547307,120.352990293105
23,Counties,681306,No,BEBCou,2013 May,YCN,A,23.7611393547307,120.352990293105
25,Counties,681306,No,BEBCou,2013 Jun,YCN,A,23.7611393547307,120.352990293105
22,Counties,681306,No,BEBCou,2013 Jul,YCN,A,23.7611393547307,120.352990293105
18,Counties,681306,No,BEBCou,2013 Aug,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2013 Sep,YCN,A,23.7611393547307,120.352990293105
35,Counties,681306,No,BEBCou,2013 Oct,YCN,A,23.7611393547307,120.352990293105
42,Counties,681306,No,BEBCou,2013 Nov,YCN,A,23.7611393547307,120.352990293105
45,Counties,681306,No,BEBCou,2013 Dec,YCN,A,23.7611393547307,120.352990293105
52,Counties,681306,No,BEBCou,2014 Jan,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2014 Feb,YCN,A,23.7611393547307,120.352990293105
46,Counties,681306,No,BEBCou,2014 Mar,YCN,A,23.7611393547307,120.352990293105
39,Counties,681306,No,BEBCou,2014 Apr,YCN,A,23.7611393547307,120.352990293105
22,Counties,681306,No,BEBCou,2014 May,YCN,A,23.7611393547307,120.352990293105
15,Counties,681306,No,BEBCou,2014 Jun,YCN,A,23.7611393547307,120.352990293105
19,Counties,681306,No,BEBCou,2014 Jul,YCN,A,23.7611393547307,120.352990293105
13,Counties,681306,No,BEBCou,2014 Aug,YCN,A,23.7611393547307,120.352990293105
22,Counties,681306,No,BEBCou,2014 Sep,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2014 Oct,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2014 Nov,YCN,A,23.7611393547307,120.352990293105
39,Counties,681306,No,BEBCou,2014 Dec,YCN,A,23.7611393547307,120.352990293105
47,Counties,681306,No,BEBCou,2015 Jan,YCN,A,23.7611393547307,120.352990293105
44,Counties,681306,No,BEBCou,2015 Feb,YCN,A,23.7611393547307,120.352990293105
38,Counties,681306,No,BEBCou,2015 Mar,YCN,A,23.7611393547307,120.352990293105
28,Counties,681306,No,BEBCou,2015 Apr,YCN,A,23.7611393547307,120.352990293105
22,Counties,681306,No,BEBCou,2015 May,YCN,A,23.7611393547307,120.352990293105
16,Counties,681306,No,BEBCou,2015 Jun,YCN,A,23.7611393547307,120.352990293105
21,Counties,681306,No,BEBCou,2015 Jul,YCN,A,23.7611393547307,120.352990293105
16,Counties,681306,No,BEBCou,2015 Aug,YCN,A,23.7611393547307,120.352990293105
31,Counties,681306,No,BEBCou,2015 Sep,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2015 Oct,YCN,A,23.7611393547307,120.352990293105
40,Counties,681306,No,BEBCou,2015 Nov,YCN,A,23.7611393547307,120.352990293105
33,Counties,681306,No,BEBCou,2015 Dec,YCN,A,23.7611393547307,120.352990293105
31,Counties,681306,No,BEBCou,2016 Jan,YCN,A,23.7611393547307,120.352990293105
36,Counties,681306,No,BEBCou,2016 Feb,YCN,A,23.7611393547307,120.352990293105
42,Counties,681306,No,BEBCou,2016 Mar,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2016 Apr,YCN,A,23.7611393547307,120.352990293105
25,Counties,681306,No,BEBCou,2016 May,YCN,A,23.7611393547307,120.352990293105
15,Counties,681306,No,BEBCou,2016 Jun,YCN,A,23.7611393547307,120.352990293105
19,Counties,681306,No,BEBCou,2016 Jul,YCN,A,23.7611393547307,120.352990293105
24,Counties,681306,No,BEBCou,2016 Aug,YCN,A,23.7611393547307,120.352990293105
20,Counties,681306,No,BEBCou,2016 Sep,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2016 Oct,YCN,A,23.7611393547307,120.352990293105
36,Counties,681306,No,BEBCou,2016 Nov,YCN,A,23.7611393547307,120.352990293105
35,Counties,681306,No,BEBCou,2016 Dec,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2017 Jan,YCN,A,23.7611393547307,120.352990293105
36,Counties,681306,No,BEBCou,2017 Feb,YCN,A,23.7611393547307,120.352990293105
40,Counties,681306,No,BEBCou,2017 Mar,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2017 Apr,YCN,A,23.7611393547307,120.352990293105
26,Counties,681306,No,BEBCou,2017 May,YCN,A,23.7611393547307,120.352990293105
12,Counties,681306,No,BEBCou,2017 Jun,YCN,A,23.7611393547307,120.352990293105
17,Counties,681306,No,BEBCou,2017 Jul,YCN,A,23.7611393547307,120.352990293105
16,Counties,681306,No,BEBCou,2017 Aug,YCN,A,23.7611393547307,120.352990293105
25,Counties,681306,No,BEBCou,2017 Sep,YCN,A,23.7611393547307,120.352990293105
26,Counties,681306,No,BEBCou,2017 Oct,YCN,A,23.7611393547307,120.352990293105
26,Counties,681306,No,BEBCou,2017 Nov,YCN,A,23.7611393547307,120.352990293105
31,Counties,681306,No,BEBCou,2017 Dec,YCN,A,23.7611393547307,120.352990293105
27,Counties,681306,No,BEBCou,2018 Jan,YCN,A,23.7611393547307,120.352990293105
36,Counties,681306,No,BEBCou,2018 Feb,YCN,A,23.7611393547307,120.352990293105
37,Counties,681306,No,BEBCou,2018 Mar,YCN,A,23.7611393547307,120.352990293105
32,Counties,681306,No,BEBCou,2018 Apr,YCN,A,23.7611393547307,120.352990293105
20,Counties,681306,No,BEBCou,2018 May,YCN,A,23.7611393547307,120.352990293105
13,Counties,681306,No,BEBCou,2018 Jun,YCN,A,23.7611393547307,120.352990293105
18,Counties,681306,No,BEBCou,2018 Jul,YCN,A,23.7611393547307,120.352990293105
13,Counties,681306,No,BEBCou,2018 Aug,YCN,A,23.7611393547307,120.352990293105
14,Counties,681306,No,BEBCou,2018 Sep,YCN,A,23.7611393547307,120.352990293105
20,Counties,681306,No,BEBCou,2018 Oct,YCN,A,23.7611393547307,120.352990293105
25,Counties,681306,No,BEBCou,2018 Nov,YCN,A,23.7611393547307,120.352990293105
21,Counties,681306,No,BEBCou,2018 Dec,YCN,A,23.7611393547307,120.352990293105
33,Counties,681306,No,BEBCou,2019 Jan,YCN,A,23.7611393547307,120.352990293105
34,Counties,681306,No,BEBCou,2019 Feb,YCN,A,23.7611393547307,120.352990293105
32,Counties,681306,No,BEBCou,2019 Mar,YCN,A,23.7611393547307,120.352990293105
25,Counties,681306,No,BEBCou,2019 Apr,YCN,A,23.7611393547307,120.352990293105
20,Counties,681306,No,BEBCou,2019 May,YCN,A,23.7611393547307,120.352990293105
7,Counties,681306,No,BEBCou,2019 Jun,YCN,A,23.7611393547307,120.352990293105
10,Counties,681306,No,BEBCou,2019 Jul,YCN,A,23.7611393547307,120.352990293105
13,Counties,681306,No,BEBCou,2019 Aug,YCN,A,23.7611393547307,120.352990293105
18,Counties,681306,No,BEBCou,2019 Sep,YCN,A,23.7611393547307,120.352990293105
23,Counties,681306,No,BEBCou,2019 Oct,YCN,A,23.7611393547307,120.352990293105
24,Counties,681306,No,BEBCou,2019 Nov,YCN,A,23.7611393547307,120.352990293105
35,Counties,681306,No,BECCou,2006 Jan,YCN,I,23.7229605946309,120.200839431178
42,Counties,681306,No,BECCou,2006 Feb,YCN,I,23.7229605946309,120.200839431178
48,Counties,681306,No,BECCou,2006 Mar,YCN,I,23.7229605946309,120.200839431178
39,Counties,681306,No,BECCou,2006 Apr,YCN,I,23.7229605946309,120.200839431178
29,Counties,681306,No,BECCou,2006 May,YCN,I,23.7229605946309,120.200839431178
12,Counties,681306,No,BECCou,2006 Jun,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2006 Jul,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2006 Aug,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2006 Sep,YCN,I,23.7229605946309,120.200839431178
41,Counties,681306,No,BECCou,2006 Oct,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2006 Nov,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2006 Dec,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2007 Jan,YCN,I,23.7229605946309,120.200839431178
42,Counties,681306,No,BECCou,2007 Feb,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2007 Mar,YCN,I,23.7229605946309,120.200839431178
NA,Counties,681306,No,BECCou,2007 Apr,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2007 May,YCN,I,23.7229605946309,120.200839431178
15,Counties,681306,No,BECCou,2007 Jun,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2007 Jul,YCN,I,23.7229605946309,120.200839431178
17,Counties,681306,No,BECCou,2007 Aug,YCN,I,23.7229605946309,120.200839431178
35,Counties,681306,No,BECCou,2007 Sep,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2007 Oct,YCN,I,23.7229605946309,120.200839431178
27,Counties,681306,No,BECCou,2007 Nov,YCN,I,23.7229605946309,120.200839431178
40,Counties,681306,No,BECCou,2007 Dec,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2008 Jan,YCN,I,23.7229605946309,120.200839431178
34,Counties,681306,No,BECCou,2008 Feb,YCN,I,23.7229605946309,120.200839431178
46,Counties,681306,No,BECCou,2008 Mar,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2008 Apr,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2008 May,YCN,I,23.7229605946309,120.200839431178
12,Counties,681306,No,BECCou,2008 Jun,YCN,I,23.7229605946309,120.200839431178
NA,Counties,681306,No,BECCou,2008 Jul,YCN,I,23.7229605946309,120.200839431178
20,Counties,681306,No,BECCou,2008 Aug,YCN,I,23.7229605946309,120.200839431178
35,Counties,681306,No,BECCou,2008 Sep,YCN,I,23.7229605946309,120.200839431178
38,Counties,681306,No,BECCou,2008 Oct,YCN,I,23.7229605946309,120.200839431178
29,Counties,681306,No,BECCou,2008 Nov,YCN,I,23.7229605946309,120.200839431178
37,Counties,681306,No,BECCou,2008 Dec,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2009 Jan,YCN,I,23.7229605946309,120.200839431178
38,Counties,681306,No,BECCou,2009 Feb,YCN,I,23.7229605946309,120.200839431178
34,Counties,681306,No,BECCou,2009 Mar,YCN,I,23.7229605946309,120.200839431178
40,Counties,681306,No,BECCou,2009 Apr,YCN,I,23.7229605946309,120.200839431178
41,Counties,681306,No,BECCou,2009 May,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2009 Jun,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2009 Jul,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2009 Aug,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2009 Sep,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2009 Oct,YCN,I,23.7229605946309,120.200839431178
29,Counties,681306,No,BECCou,2009 Nov,YCN,I,23.7229605946309,120.200839431178
45,Counties,681306,No,BECCou,2009 Dec,YCN,I,23.7229605946309,120.200839431178
43,Counties,681306,No,BECCou,2010 Jan,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2010 Feb,YCN,I,23.7229605946309,120.200839431178
42,Counties,681306,No,BECCou,2010 Mar,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2010 Apr,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2010 May,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2010 Jun,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2010 Jul,YCN,I,23.7229605946309,120.200839431178
22,Counties,681306,No,BECCou,2010 Aug,YCN,I,23.7229605946309,120.200839431178
23,Counties,681306,No,BECCou,2010 Sep,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2010 Oct,YCN,I,23.7229605946309,120.200839431178
37,Counties,681306,No,BECCou,2010 Nov,YCN,I,23.7229605946309,120.200839431178
45,Counties,681306,No,BECCou,2010 Dec,YCN,I,23.7229605946309,120.200839431178
27,Counties,681306,No,BECCou,2011 Jan,YCN,I,23.7229605946309,120.200839431178
48,Counties,681306,No,BECCou,2011 Feb,YCN,I,23.7229605946309,120.200839431178
41,Counties,681306,No,BECCou,2011 Mar,YCN,I,23.7229605946309,120.200839431178
50,Counties,681306,No,BECCou,2011 Apr,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2011 May,YCN,I,23.7229605946309,120.200839431178
18,Counties,681306,No,BECCou,2011 Jun,YCN,I,23.7229605946309,120.200839431178
17,Counties,681306,No,BECCou,2011 Jul,YCN,I,23.7229605946309,120.200839431178
21,Counties,681306,No,BECCou,2011 Aug,YCN,I,23.7229605946309,120.200839431178
42,Counties,681306,No,BECCou,2011 Sep,YCN,I,23.7229605946309,120.200839431178
31,Counties,681306,No,BECCou,2011 Oct,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2011 Nov,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2011 Dec,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2012 Jan,YCN,I,23.7229605946309,120.200839431178
27,Counties,681306,No,BECCou,2012 Feb,YCN,I,23.7229605946309,120.200839431178
34,Counties,681306,No,BECCou,2012 Mar,YCN,I,23.7229605946309,120.200839431178
31,Counties,681306,No,BECCou,2012 Apr,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2012 May,YCN,I,23.7229605946309,120.200839431178
15,Counties,681306,No,BECCou,2012 Jun,YCN,I,23.7229605946309,120.200839431178
15,Counties,681306,No,BECCou,2012 Jul,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2012 Aug,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2012 Sep,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2012 Oct,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2012 Nov,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2012 Dec,YCN,I,23.7229605946309,120.200839431178
34,Counties,681306,No,BECCou,2013 Jan,YCN,I,23.7229605946309,120.200839431178
37,Counties,681306,No,BECCou,2013 Feb,YCN,I,23.7229605946309,120.200839431178
39,Counties,681306,No,BECCou,2013 Mar,YCN,I,23.7229605946309,120.200839431178
37,Counties,681306,No,BECCou,2013 Apr,YCN,I,23.7229605946309,120.200839431178
23,Counties,681306,No,BECCou,2013 May,YCN,I,23.7229605946309,120.200839431178
25,Counties,681306,No,BECCou,2013 Jun,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2013 Jul,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2013 Aug,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2013 Sep,YCN,I,23.7229605946309,120.200839431178
29,Counties,681306,No,BECCou,2013 Oct,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2013 Nov,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2013 Dec,YCN,I,23.7229605946309,120.200839431178
43,Counties,681306,No,BECCou,2014 Jan,YCN,I,23.7229605946309,120.200839431178
31,Counties,681306,No,BECCou,2014 Feb,YCN,I,23.7229605946309,120.200839431178
42,Counties,681306,No,BECCou,2014 Mar,YCN,I,23.7229605946309,120.200839431178
37,Counties,681306,No,BECCou,2014 Apr,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2014 May,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2014 Jun,YCN,I,23.7229605946309,120.200839431178
19,Counties,681306,No,BECCou,2014 Jul,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2014 Aug,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2014 Sep,YCN,I,23.7229605946309,120.200839431178
38,Counties,681306,No,BECCou,2014 Oct,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2014 Nov,YCN,I,23.7229605946309,120.200839431178
35,Counties,681306,No,BECCou,2014 Dec,YCN,I,23.7229605946309,120.200839431178
39,Counties,681306,No,BECCou,2015 Jan,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2015 Feb,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2015 Mar,YCN,I,23.7229605946309,120.200839431178
23,Counties,681306,No,BECCou,2015 Apr,YCN,I,23.7229605946309,120.200839431178
18,Counties,681306,No,BECCou,2015 May,YCN,I,23.7229605946309,120.200839431178
10,Counties,681306,No,BECCou,2015 Jun,YCN,I,23.7229605946309,120.200839431178
15,Counties,681306,No,BECCou,2015 Jul,YCN,I,23.7229605946309,120.200839431178
11,Counties,681306,No,BECCou,2015 Aug,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2015 Sep,YCN,I,23.7229605946309,120.200839431178
29,Counties,681306,No,BECCou,2015 Oct,YCN,I,23.7229605946309,120.200839431178
33,Counties,681306,No,BECCou,2015 Nov,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2015 Dec,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2016 Jan,YCN,I,23.7229605946309,120.200839431178
27,Counties,681306,No,BECCou,2016 Feb,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2016 Mar,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2016 Apr,YCN,I,23.7229605946309,120.200839431178
22,Counties,681306,No,BECCou,2016 May,YCN,I,23.7229605946309,120.200839431178
11,Counties,681306,No,BECCou,2016 Jun,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2016 Jul,YCN,I,23.7229605946309,120.200839431178
20,Counties,681306,No,BECCou,2016 Aug,YCN,I,23.7229605946309,120.200839431178
18,Counties,681306,No,BECCou,2016 Sep,YCN,I,23.7229605946309,120.200839431178
25,Counties,681306,No,BECCou,2016 Oct,YCN,I,23.7229605946309,120.200839431178
31,Counties,681306,No,BECCou,2016 Nov,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2016 Dec,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2017 Jan,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2017 Feb,YCN,I,23.7229605946309,120.200839431178
36,Counties,681306,No,BECCou,2017 Mar,YCN,I,23.7229605946309,120.200839431178
32,Counties,681306,No,BECCou,2017 Apr,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2017 May,YCN,I,23.7229605946309,120.200839431178
14,Counties,681306,No,BECCou,2017 Jun,YCN,I,23.7229605946309,120.200839431178
18,Counties,681306,No,BECCou,2017 Jul,YCN,I,23.7229605946309,120.200839431178
17,Counties,681306,No,BECCou,2017 Aug,YCN,I,23.7229605946309,120.200839431178
25,Counties,681306,No,BECCou,2017 Sep,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2017 Oct,YCN,I,23.7229605946309,120.200839431178
22,Counties,681306,No,BECCou,2017 Nov,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2017 Dec,YCN,I,23.7229605946309,120.200839431178
20,Counties,681306,No,BECCou,2018 Jan,YCN,I,23.7229605946309,120.200839431178
31,Counties,681306,No,BECCou,2018 Feb,YCN,I,23.7229605946309,120.200839431178
35,Counties,681306,No,BECCou,2018 Mar,YCN,I,23.7229605946309,120.200839431178
30,Counties,681306,No,BECCou,2018 Apr,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2018 May,YCN,I,23.7229605946309,120.200839431178
17,Counties,681306,No,BECCou,2018 Jun,YCN,I,23.7229605946309,120.200839431178
16,Counties,681306,No,BECCou,2018 Jul,YCN,I,23.7229605946309,120.200839431178
13,Counties,681306,No,BECCou,2018 Aug,YCN,I,23.7229605946309,120.200839431178
19,Counties,681306,No,BECCou,2018 Sep,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2018 Oct,YCN,I,23.7229605946309,120.200839431178
22,Counties,681306,No,BECCou,2018 Nov,YCN,I,23.7229605946309,120.200839431178
21,Counties,681306,No,BECCou,2018 Dec,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2019 Jan,YCN,I,23.7229605946309,120.200839431178
27,Counties,681306,No,BECCou,2019 Feb,YCN,I,23.7229605946309,120.200839431178
28,Counties,681306,No,BECCou,2019 Mar,YCN,I,23.7229605946309,120.200839431178
24,Counties,681306,No,BECCou,2019 Apr,YCN,I,23.7229605946309,120.200839431178
21,Counties,681306,No,BECCou,2019 May,YCN,I,23.7229605946309,120.200839431178
10,Counties,681306,No,BECCou,2019 Jun,YCN,I,23.7229605946309,120.200839431178
10,Counties,681306,No,BECCou,2019 Jul,YCN,I,23.7229605946309,120.200839431178
11,Counties,681306,No,BECCou,2019 Aug,YCN,I,23.7229605946309,120.200839431178
17,Counties,681306,No,BECCou,2019 Sep,YCN,I,23.7229605946309,120.200839431178
26,Counties,681306,No,BECCou,2019 Oct,YCN,I,23.7229605946309,120.200839431178
22,Counties,681306,No,BECCou,2019 Nov,YCN,I,23.7229605946309,120.200839431178
19,Counties,326247,No,CAACou,2006 Jan,HT,A,23.9893222767987,121.595902666317
20,Counties,326247,No,CAACou,2006 Feb,HT,A,23.9893222767987,121.595902666317
26,Counties,326247,No,CAACou,2006 Mar,HT,A,23.9893222767987,121.595902666317
25,Counties,326247,No,CAACou,2006 Apr,HT,A,23.9893222767987,121.595902666317
23,Counties,326247,No,CAACou,2006 May,HT,A,23.9893222767987,121.595902666317
19,Counties,326247,No,CAACou,2006 Jun,HT,A,23.9893222767987,121.595902666317
15,Counties,326247,No,CAACou,2006 Jul,HT,A,23.9893222767987,121.595902666317
20,Counties,326247,No,CAACou,2006 Aug,HT,A,23.9893222767987,121.595902666317
23,Counties,326247,No,CAACou,2006 Sep,HT,A,23.9893222767987,121.595902666317
28,Counties,326247,No,CAACou,2006 Oct,HT,A,23.9893222767987,121.595902666317
24,Counties,326247,No,CAACou,2006 Nov,HT,A,23.9893222767987,121.595902666317
18,Counties,326247,No,CAACou,2006 Dec,HT,A,23.9893222767987,121.595902666317
22,Counties,326247,No,CAACou,2007 Jan,HT,A,23.9893222767987,121.595902666317
26,Counties,326247,No,CAACou,2007 Feb,HT,A,23.9893222767987,121.595902666317
22,Counties,326247,No,CAACou,2007 Mar,HT,A,23.9893222767987,121.595902666317
NA,Counties,326247,No,CAACou,2007 Apr,HT,A,23.9893222767987,121.595902666317
25,Counties,326247,No,CAACou,2007 May,HT,A,23.9893222767987,121.595902666317
14,Counties,326247,No,CAACou,2007 Jun,HT,A,23.9893222767987,121.595902666317
20,Counties,326247,No,CAACou,2007 Jul,HT,A,23.9893222767987,121.595902666317
16,Counties,326247,No,CAACou,2007 Aug,HT,A,23.9893222767987,121.595902666317
24,Counties,326247,No,CAACou,2007 Sep,HT,A,23.9893222767987,121.595902666317
16,Counties,326247,No,CAACou,2007 Oct,HT,A,23.9893222767987,121.595902666317
12,Counties,326247,No,CAACou,2007 Nov,HT,A,23.9893222767987,121.595902666317
27,Counties,326247,No,CAACou,2007 Dec,HT,A,23.9893222767987,121.595902666317
16,Counties,326247,No,CAACou,2008 Jan,HT,A,23.9893222767987,121.595902666317
20,Counties,326247,No,CAACou,2008 Feb,HT,A,23.9893222767987,121.595902666317
30,Counties,326247,No,CAACou,2008 Mar,HT,A,23.9893222767987,121.595902666317
25,Counties,326247,No,CAACou,2008 Apr,HT,A,23.9893222767987,121.595902666317
24,Counties,326247,No,CAACou,2008 May,HT,A,23.9893222767987,121.595902666317
16,Counties,326247,No,CAACou,2008 Jun,HT,A,23.9893222767987,121.595902666317
15,Counties,326247,No,CAACou,2008 Jul,HT,A,23.9893222767987,121.595902666317
19,Counties,326247,No,CAACou,2008 Aug,HT,A,23.9893222767987,121.595902666317
21,Counties,326247,No,CAACou,2008 Sep,HT,A,23.9893222767987,121.595902666317
20,Counties,326247,No,CAACou,2008 Oct,HT,A,23.9893222767987,121.595902666317
18,Counties,326247,No,CAACou,2008 Nov,HT,A,23.9893222767987,121.595902666317
19,Counties,326247,No,CAACou,2008 Dec,HT,A,23.9893222767987,121.595902666317
21,Counties,326247,No,CAACou,2009 Jan,HT,A,23.9893222767987,121.595902666317
21,Counties,326247,No,CAACou,2009 Feb,HT,A,23.9893222767987,121.595902666317
22,Counties,326247,No,CAACou,2009 Mar,HT,A,23.9893222767987,121.595902666317
27,Counties,326247,No,CAACou,2009 Apr,HT,A,23.9893222767987,121.595902666317
23,Counties,326247,No,CAACou,2009 May,HT,A,23.9893222767987,121.595902666317
22,Counties,326247,No,CAACou,2009 Jun,HT,A,23.9893222767987,121.595902666317
17,Counties,326247,No,CAACou,2009 Jul,HT,A,23.9893222767987,121.595902666317
21,Counties,326247,No,CAACou,2009 Aug,HT,A,23.9893222767987,121.595902666317
19,Counties,326247,No,CAACou,2009 Sep,HT,A,23.9893222767987,121.595902666317
23,Counties,326247,No,CAACou,2009 Oct,HT,A,23.9893222767987,121.595902666317
18,Counties,326247,No,CAACou,2009 Nov,HT,A,23.9893222767987,121.595902666317
28,Counties,326247,No,CAACou,2009 Dec,HT,A,23.9893222767987,121.595902666317
